Deformation[in],Force[kip]
-0.988464598,71.07622082
-0.98312006,68.05473166
-0.977775521,37.54589042
-0.961741905,78.70700344
-0.961741905,77.26787506
-0.961741905,-76.71886172
-0.961741905,-79.98088605
-0.961741905,-81.61189821
-0.961741905,-85.64145768
-0.961741905,-87.36841174
-0.961741905,-89.09536579
-0.961741905,-90.82231985
-0.961741905,-93.12492526
-0.951052828,74.96663053
-0.951052828,73.23967647
-0.951052828,71.6086643
-0.951052828,68.20272713
-0.958178879,39.85099078
-0.929674673,78.90296986
-0.929674673,76.88819012
-0.935019212,42.73219611
-0.929674673,-76.61883719
-0.929674673,-81.03216423
-0.929674673,-85.06172369
-0.929674673,-86.78867775
-0.929674673,-88.51563181
-0.929674673,-90.24258587
-0.927536857,-92.5449191
-0.918985596,74.97071316
-0.918985596,73.2437591
-0.918985596,71.80463072
-0.918985596,68.92637396
-0.913641057,44.60578476
-0.897607441,78.42734303
-0.897607441,75.93285384
-0.897607441,-76.1350451
-0.897607441,-79.58895321
-0.897607441,-81.12402348
-0.897607441,-85.05764106
-0.897607441,-86.78459512
-0.897607441,-88.51154917
-0.897607441,-90.04661945
-0.899745256,-92.42625055
-0.884246094,73.67992047
-0.892262902,72.38368427
-0.886918364,69.50610794
-0.892262902,46.62328625
-0.863402393,78.31656757
-0.865540209,75.74505269
-0.870884748,48.35296206
-0.865540209,-76.03502057
-0.865540209,-79.2970449
-0.865540209,-81.02399896
-0.865540209,-84.47790707
-0.865540209,-86.20486113
-0.865540209,-87.93181519
-0.865540209,-89.46688546
-0.865540209,-91.96137465
-0.852713316,73.36732682
-0.865540209,72.38708646
-0.854851132,69.89395815
-0.849506593,49.65089936
-0.833472977,79.29898533
-0.833472977,77.28420559
-0.833472977,75.55725153
-0.833472977,-75.55122848
-0.830800708,-79.79631698
-0.833472977,-84.47382444
-0.833472977,-86.2007785
-0.830800708,-88.21521801
-0.838817516,-89.36754137
-0.835610792,-91.84243393
-0.8227839,73.256007
-0.8227839,70.28180835
-0.8227839,51.38125561
-0.801405745,79.01524228
-0.801405745,77.28828823
-0.801405745,75.56133417
-0.801405745,-75.25932017
-0.801405745,-79.19293774
-0.801405745,-80.44018234
-0.801405745,-84.46974181
-0.801405745,-86.19669586
-0.801405745,-87.92364992
-0.801405745,-89.65060398
-0.801405745,-91.37755804
-0.790716668,73.83574099
-0.790716668,70.66965855
-0.790716668,53.01635041
-0.769338513,79.01932492
-0.769338513,77.29237086
-0.769338513,75.5654168
-0.769338513,-74.96741186
-0.769338513,-79.45749241
-0.769338513,-83.89000782
-0.769338513,-85.61696188
-0.769338513,-87.34391593
-0.769338513,-88.78304432
-0.769338513,-90.79782405
-0.758649436,73.93576551
-0.758649436,70.96156686
-0.758649436,54.45956142
-0.737271281,79.02340755
-0.737271281,77.29645349
-0.737271281,75.56949944
-0.737271281,-74.77144544
-0.737271281,-78.22535355
-0.737271281,-79.85636572
-0.737271281,-83.88592519
-0.737271281,-85.61287924
-0.739409096,-87.80062656
-0.737271281,-90.79374142
-0.726582203,74.13173193
-0.726582203,71.44535895
-0.726582203,55.99871433
