Deformation[in],Force[kip]
0.109794881,-278.9395998
0.117388094,-305.93866
0.124981306,-327.5379082
0.079422032,-334.7376575
0.162947368,125.6863153
0.155354156,111.646804
0.164845671,-155.6438917
0.136371125,-229.4413229
0.155354156,-318.5382214
0.193320217,337.0889564
0.193320217,163.844987
0.174337186,153.0453629
0.174337186,142.2457388
0.193320217,-137.6445183
0.212303248,312.3398179
0.193320217,306.0400372
0.238879491,286.2407264
0.231286279,273.0411859
0.193320217,266.4414156
0.231286279,246.6421048
0.240777795,198.0437965
0.212303248,185.4442351
0.212303248,174.644611
0.231286279,27.64972788
0.231286279,-33.54814184
0.238879491,-121.9850634
0.238879491,-175.9831837
0.231286279,-187.1427953
0.212303248,-203.3422314
0.193320217,-214.1418554
0.238879491,-258.7803016
0.205975571,-271.7398505
0.240777795,-298.7389106
0.212303248,-305.93866
0.231286279,-329.3378455
0.25026931,348.3385648
0.25026931,328.539254
0.256596987,229.8426896
0.25026931,216.04317
0.231286279,207.0434832
0.269252341,-95.34599068
0.269252341,-106.1456147
0.269252341,-149.344111
0.269252341,-160.1437351
0.269252341,-190.74267
0.269252341,-318.5382214
0.316709918,-62.0471498
0.307218403,-74.94670077
0.307218403,-85.74632484
0.316709918,-137.1945339
0.345184465,295.8403922
0.345184465,283.5408204
0.345184465,274.5411337
0.352777677,256.3617665
0.307218403,243.0422301
0.345184465,27.04974876
0.352777677,-29.10829639
0.345184465,-43.7477868
0.345184465,-53.94743175
0.345184465,-114.2453328
0.307218403,-127.7448629
0.326201434,-179.9430459
0.352777677,-250.1406023
0.345184465,-262.1401846
0.352777677,-296.9389733
0.345184465,-312.5384303
0.345184465,-325.1379917
0.383150526,-12.54887282
0.364167495,-98.94586537
0.421116588,347.4385961
0.421116588,335.289019
0.383150526,327.6392853
0.4287098,16.25012469
0.402133557,6.350469297
0.408461234,-68.94690962
0.383150526,-77.34661723
0.383150526,-88.1462413
0.402133557,-170.0433905
0.466675862,309.2799244
0.45908265,286.2407264
0.449591134,275.8910867
0.45908265,258.041708
0.466675862,55.84874628
0.45908265,41.44924752
0.45908265,30.64962345
0.468574165,-24.24846556
0.440099619,-34.14812096
0.440099619,-44.94774503
0.421116588,-55.7473691
0.45908265,-240.2409469
0.421116588,-253.740477
0.45908265,-292.1391404
0.45908265,-311.338472
0.45908265,-320.3381588
0.504641924,95.44736786
0.497048712,81.0478691
0.497048712,70.24824504
0.478065681,-12.54887282
0.497048712,-155.3439022
0.535014774,345.1886744
0.497048712,338.4389094
0.542607986,136.4859393
0.535014774,121.8464489
0.535014774,111.0468248
0.516031743,15.80014036
0.535014774,-229.4413229
0.582472351,321.3395046
0.572980835,309.0399328
0.572980835,297.4903348
0.572980835,277.8410188
0.572980835,261.0416036
0.572980835,174.644611
0.572980835,163.844987
0.572980835,153.0453629
0.553997804,55.84874628
0.553997804,45.04912221
0.572980835,30.04964434
0.572980835,-30.54824627
0.553997804,-143.944299
0.572980835,-284.0394223
0.572980835,-307.7385974
0.572980835,-316.7382841
0.620438413,207.9434519
0.610946897,195.0439009
0.610946897,184.2442769
0.610946897,101.447159
0.591963866,88.24761848
0.591963866,77.44799441
0.572980835,66.64837035
0.618540109,-217.0217552
0.610946897,347.4385961
0.656506171,250.2419795
0.648912959,235.8424808
0.648912959,225.0428567
0.648912959,214.2432326
0.636257605,143.4456971
0.629929928,129.6461774
0.629929928,118.8465533
0.610946897,109.8468666
0.629929928,-133.1446749
0.610946897,-228.5413542
0.686879021,332.1391287
0.686879021,319.8395568
0.686879021,309.0399328
0.686879021,298.2403087
0.696370536,286.6907107
0.686879021,267.0413947
0.674223667,172.2446946
0.66789599,159.3451436
0.686879021,27.04974876
