Force[kip],Deformation[in]
36.148136,0.017674
31.135815,0.017095
25.99369,0.017095
20.753967,0.015936
15.618165,0.01159
10.905174,0.01188
6.938489,0.012459
3.924132,0.01159
1.880375,0.01159
0.648441,0.01159
-0.03171,0.013328
-0.419251,0.012169
-0.692819,0.0113
-0.932719,0.012459
-1.150068,0.013039
-1.334603,0.012169
-1.492755,0.0113
-1.655423,0.013328
-1.860319,0.012459
-2.12489,0.012749
-2.439416,0.010721
-2.784559,0.014198
-3.159617,0.013328
-3.592448,0.012459
-4.126471,0.012169
-4.791153,0.01159
-5.576831,0.0113
-6.433639,0.010721
-7.288941,0.01101
-8.072907,0.008693
-8.731888,0.008982
-9.236293,0.009272
-9.580265,0.009562
-9.787765,0.008403
-9.915937,0.009562
-10.042604,0.007823
-10.234407,0.008982
-10.511996,0.007534
-10.837776,0.008403
-11.155205,0.005505
-11.461012,0.006085
-11.867153,0.006664
-12.608723,0.006954
-13.980998,0.005216
-16.22967,0.006954
-19.447592,0.006085
-23.540272,0.005216
-28.280777,0.001739
-33.420586,0.00087
-38.783852,-0.002029
-44.302933,-0.003769
-49.981472,-0.006949
-55.817574,-0.010719
-61.750931,-0.012169
-67.672287,-0.011009
-73.489021,-0.015649
-79.195694,-0.017959
-84.896576,-0.022309
-90.760139,-0.023469
-96.9263,-0.028679
-103.419327,-0.030419
-110.122078,-0.033029
-116.824524,-0.035929
-123.316353,-0.038539
-129.476105,-0.042009
-135.315125,-0.044329
-140.962616,-0.045779
-146.604553,-0.049839
-152.411209,-0.050989
-158.483536,-0.055339
-164.827301,-0.056499
-171.357986,-0.060269
-177.93663,-0.060849
-184.42926,-0.065769
-190.761032,-0.068959
-196.942169,-0.071569
-203.051453,-0.073879
-209.182846,-0.079099
-215.38504,-0.080839
-221.62471,-0.082579
-227.800308,-0.088659
-233.803802,-0.088369
-239.592651,-0.090979
-245.22818,-0.092719
-250.85762,-0.096479
-256.640717,-0.100539
-262.658295,-0.103729
-268.861328,-0.106619
-275.095886,-0.107779
-281.184784,-0.112129
-287.023132,-0.113289
-292.633881,-0.116769
-298.150452,-0.117919
-303.733063,-0.119079
-309.471344,-0.123139
-315.336212,-0.121399
-321.202332,-0.130089
-326.926147,-0.126619
-332.430389,-0.136179
-337.748596,-0.134729
-342.999664,-0.138209
-348.313507,-0.139079
-353.755951,-0.141969
-359.293579,-0.144579
-364.819214,-0.147479
-370.215759,-0.150369
-375.423798,-0.153849
-380.476105,-0.156169
-385.47229,-0.158779
-390.516602,-0.159649
-395.652802,-0.162829
-400.837738,-0.164859
-405.969543,-0.165729
-410.946472,-0.169789
-415.730225,-0.172109
-420.371277,-0.177319
-424.985992,-0.176449
-429.696045,-0.179349
-434.568115,-0.181669
-439.580322,-0.181959
-444.633423,-0.184559
-449.598785,-0.185429
-454.375885,-0.188909
-458.931824,-0.191809
-463.312073,-0.192969
-467.621399,-0.195859
-471.979279,-0.197309
-476.465393,-0.197889
-481.078217,-0.199629
-485.729462,-0.201949
-490.279541,-0.203399
-494.597198,-0.208029
-498.626862,-0.207739
-502.422882,-0.211509
-506.132416,-0.215279
-509.932037,-0.214699
-513.948608,-0.217299
-518.208008,-0.218749
-522.631653,-0.218749
-527.085266,-0.221069
-531.453674,-0.225129
-535.690613,-0.224549
-539.821838,-0.230049
-543.906799,-0.228599
-547.988342,-0.232079
-552.062439,-0.236139
-556.084595,-0.234979
-559.999939,-0.237589
-563.772644,-0.239899
-567.394714,-0.241059
-570.876648,-0.242799
-574.234436,-0.246859
-577.489014,-0.245989
-580.67334,-0.245989
-583.834961,-0.245699
-587.027222,-0.252359
-590.288879,-0.252649
-593.625061,-0.251199
-597.013794,-0.256129
-600.425049,-0.258739
-603.841797,-0.255549
-607.258423,-0.261339
-610.660706,-0.262789
-614.006775,-0.263369
-617.234985,-0.263079
-620.298523,-0.268009
-623.207275,-0.268589
-626.044434,-0.269169
-628.932617,-0.269749
-631.967346,-0.273219
-635.158936,-0.274089
-638.419556,-0.273509
-641.608521,-0.275249
-644.608459,-0.279889
-647.385437,-0.279309
-649.996399,-0.279019
-652.539246,-0.281049
-655.084473,-0.280759
-657.630127,-0.284809
-660.106995,-0.286549
-662.425171,-0.288579
-664.531006,-0.287999
-666.438538,-0.287709
-668.221191,-0.288579
-669.970886,-0.290899
