Force[kip],Deformation[in]
-291.874542,-0.20442
-293.271576,-0.20529
-294.656555,-0.2108
-296.085968,-0.21138
-297.566895,-0.2108
-299.065491,-0.21457
-300.539124,-0.21486
-301.968353,-0.21689
-303.362213,-0.21892
-304.740112,-0.2224
-306.108521,-0.22269
-307.447449,-0.22414
-308.723938,-0.22559
-309.919647,-0.22733
-311.05188,-0.23139
-312.169281,-0.23197
-313.321747,-0.23313
-314.524658,-0.23371
-315.746826,-0.23458
-316.929291,-0.23487
-318.028992,-0.23603
-319.053406,-0.23661
-320.059937,-0.23951
-321.116913,-0.24212
-322.248169,-0.24096
-323.404083,-0.24357
-324.478455,-0.24589
-325.365173,-0.24647
-326.02179,-0.24647
-326.502228,-0.24849
-326.933105,-0.24791
-327.450653,-0.24849
-328.134888,-0.24907
-328.97641,-0.25342
-329.892578,-0.25139
