Time[s],Deformation[in]
67.25,1.460198844
67.3,1.238287504
67.35,1.004250542
67.4,0.760426377
67.45,0.509251219
67.5,0.253234729
67.55,-0.005065063
67.6,-0.263067309
67.65,-0.518194137
67.7,-0.767896404
67.75,-1.009679167
67.8,-1.241126613
67.85,-1.459926195
67.9,-1.663891741
67.95,-1.850985294
68,-2.019337476
68.05,-2.16726617
68.1,-2.293293319
68.15,-2.396159703
68.2,-2.474837515
68.25,-2.528540631
68.3,-2.556732469
68.35,-2.559131344
68.4,-2.535713288
68.45,-2.486712287
68.5,-2.412617941
68.55,-2.314170578
68.6,-2.19235385
68.65,-2.048384911
68.7,-1.88370225
68.75,-1.699951323
68.8,-1.498968107
68.85,-1.28276076
68.9,-1.053489555
68.95,-0.813445294
69,-0.56502642
69.05,-0.310715052
69.1,-0.053052185
